date,location,count,fork_length,weight,flow,time_for_10_revolutions,tubs_of_debris,trap_condition_code,water_temperature,turbidity,weather,comments
2004-01-18,Mill Creek RSTR,4,33,NA,NA,178,0.2,normal,45,3.59,partly cloudy,NA
2004-01-18,Mill Creek RSTR,2,34,NA,NA,178,0.2,normal,45,3.59,partly cloudy,NA
2004-01-18,Mill Creek RSTR,7,35,NA,NA,178,0.2,normal,45,3.59,partly cloudy,NA
2004-01-18,Mill Creek RSTR,13,37,NA,NA,178,0.2,normal,45,3.59,partly cloudy,NA
2004-01-18,Mill Creek RSTR,3,39,NA,NA,178,0.2,normal,45,3.59,partly cloudy,NA
2004-01-18,Mill Creek RSTR,2,40,NA,NA,178,0.2,normal,45,3.59,partly cloudy,NA
2004-01-18,Mill Creek RSTR,11,36,NA,NA,178,0.2,normal,45,3.59,partly cloudy,NA
2004-01-18,Mill Creek RSTR,103,NA,NA,NA,178,0.2,normal,45,3.59,partly cloudy,NA
2004-01-19,Mill Creek RSTR,17,36,NA,178,0.1,1,NA,45,1.3,fog,NA
2004-01-19,Mill Creek RSTR,6,38,NA,178,0.1,1,NA,45,1.3,fog,NA
2004-01-19,Mill Creek RSTR,3,34,NA,178,0.1,1,NA,45,1.3,fog,NA
2004-01-19,Mill Creek RSTR,1,31,NA,178,0.1,1,NA,45,1.3,fog,NA
2004-01-19,Mill Creek RSTR,3,32,NA,178,0.1,1,NA,45,1.3,fog,NA
2004-01-19,Mill Creek RSTR,6,33,NA,178,0.1,1,NA,45,1.3,fog,NA
2004-01-19,Mill Creek RSTR,13,37,NA,178,0.1,1,NA,45,1.3,fog,NA
2004-01-19,Mill Creek RSTR,12,35,NA,178,0.1,1,NA,45,1.3,fog,NA
2004-01-20,Mill Creek RSTR,17,36,NA,152,0,1,NA,45,1.3,sunny,NA
2004-01-20,Mill Creek RSTR,1,101,11.5,152,0,1,NA,45,1.3,sunny,NA
2004-01-20,Mill Creek RSTR,8,35,NA,152,0,1,NA,45,1.3,sunny,NA
2004-01-20,Mill Creek RSTR,11,38,NA,152,0,1,NA,45,1.3,sunny,NA
2004-01-20,Mill Creek RSTR,4,39,NA,152,0,1,NA,45,1.3,sunny,NA
2004-01-20,Mill Creek RSTR,1,40,NA,152,0,1,NA,45,1.3,sunny,NA
2004-01-20,Mill Creek RSTR,109,NA,NA,152,0,1,NA,45,1.3,sunny,NA
2004-01-20,Mill Creek RSTR,8,37,NA,152,0,1,NA,45,1.3,sunny,NA
2004-01-21,Mill Creek RSTR,21,37,NA,NA,151,0.2,normal,43,3.35,sunny,NA
2004-01-21,Mill Creek RSTR,6,36,NA,NA,151,0.2,normal,43,3.35,sunny,NA
2004-01-21,Mill Creek RSTR,5,35,NA,NA,151,0.2,normal,43,3.35,sunny,NA
2004-01-21,Mill Creek RSTR,12,38,NA,NA,151,0.2,normal,43,3.35,sunny,NA
2004-01-21,Mill Creek RSTR,1,40,NA,NA,151,0.2,normal,43,3.35,sunny,NA
2004-01-21,Mill Creek RSTR,1,99,11.4,NA,151,0.2,normal,43,3.35,sunny,NA
2004-01-21,Mill Creek RSTR,31,NA,NA,NA,151,0.2,normal,43,3.35,sunny,NA
2004-01-21,Mill Creek RSTR,1,34,NA,NA,151,0.2,normal,43,3.35,sunny,NA
2004-01-21,Mill Creek RSTR,7,39,NA,NA,151,0.2,normal,43,3.35,sunny,NA
2004-01-21,Mill Creek RSTR,1,32,NA,NA,151,0.2,normal,43,3.35,sunny,NA
2004-01-22,Mill Creek RSTR,5,40,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,10,36,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,10,35,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,3,39,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,1,85,10,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,7,38,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,14,37,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,1,34,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,4,35,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,3,36,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,5,37,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,1,39,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,2,40,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-22,Mill Creek RSTR,1,34,NA,NA,171,1,normal,42,2.02,fog,NA
2004-01-23,Mill Creek RSTR,13,36,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,3,34,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,9,35,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,13,37,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,8,38,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,2,39,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,1,40,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,7,36,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,1,29,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,2,35,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,1,34,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,1,32,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,9,37,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-23,Mill Creek RSTR,1,38,NA,150.7,0.1,1,NA,42,1.7,sunny,NA
2004-01-24,Mill Creek RSTR,5,35,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,6,39,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,5,38,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,19,37,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,17,36,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,2,34,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,1,41,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,1,33,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,1,40,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,61,NA,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,2,39,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,4,38,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,1,102,11.3,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,15,37,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,19,36,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,7,35,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-24,Mill Creek RSTR,1,34,NA,NA,196,0.1,normal,45,2.1,fog,NA
2004-01-25,Mill Creek RSTR,8,39,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,10,35,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,16,36,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,10,37,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,3,38,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,1,39,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,2,34,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,17,37,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,3,34,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,7,35,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,16,36,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,62,NA,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,8,38,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-25,Mill Creek RSTR,1,40,NA,196,0.1,NA,normal,45,1.72,partly cloudy,NA
2004-01-26,Mill Creek RSTR,1,105,13.3,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,1,41,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,1,40,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,7,38,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,14,36,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,14,35,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,15,37,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,3,34,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,1,99,10.3,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,1,33,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,4,38,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,1,34,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,133,NA,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,1,39,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,14,36,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,4,37,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-26,Mill Creek RSTR,5,39,NA,196,0,1,NA,41,1.6,cloudy,NA
2004-01-27,Mill Creek RSTR,1,33,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,10,36,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,15,37,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,11,38,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,6,39,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,3,40,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,3,35,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,10,38,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,101,NA,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,1,39,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,13,37,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,10,36,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,6,35,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-27,Mill Creek RSTR,5,34,NA,172,0,1,NA,43,1.3,rain,33mm CHISAL unzipped.
2004-01-28,Mill Creek RSTR,1,40,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,12,35,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,196,NA,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,18,36,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,9,37,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,2,39,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,14,37,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,8,38,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,12,NA,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,12,35,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,1,42,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,1,39,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,6,38,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,15,36,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-28,Mill Creek RSTR,1,34,NA,NA,160,0,normal,42,2.08,partly cloudy,NA
2004-01-29,Mill Creek RSTR,4,38,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,5,38,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,15,37,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,13,36,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,13,35,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,1,34,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,121,NA,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,2,39,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,1,45,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,7,37,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,10,36,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,4,35,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,2,34,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,1,32,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,2,39,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-29,Mill Creek RSTR,1,40,NA,NA,146,0,normal,42,2.24,partly cloudy,NA
2004-01-30,Mill Creek RSTR,55,NA,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,14,36,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,18,37,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,9,38,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,6,35,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,1,38,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,3,39,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,3,37,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,6,36,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,2,35,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,1,34,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,1,33,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,1,90,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-30,Mill Creek RSTR,1,37,NA,147.4,0,1,NA,43,1.5,cloudy,2 CHISAL were unzipped.
2004-01-31,Mill Creek RSTR,16,39,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-01-31,Mill Creek RSTR,2,35,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-01-31,Mill Creek RSTR,1,36,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-01-31,Mill Creek RSTR,6,37,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-01-31,Mill Creek RSTR,2,38,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-01-31,Mill Creek RSTR,1,39,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-01-31,Mill Creek RSTR,6,36,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-01-31,Mill Creek RSTR,15,38,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-01-31,Mill Creek RSTR,187,NA,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-01-31,Mill Creek RSTR,3,35,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-01-31,Mill Creek RSTR,3,40,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-01-31,Mill Creek RSTR,13,37,NA,166,0.1,1,NA,45,1.6,partly cloudy,NA
2004-02-01,Mill Creek RSTR,2,40,NA,198,0.1,1,NA,48,1.3,cloudy,NA
2004-02-01,Mill Creek RSTR,2,36,NA,198,0.1,1,NA,48,1.3,cloudy,NA
2004-02-01,Mill Creek RSTR,1,35,NA,198,0.1,1,NA,48,1.3,cloudy,NA
2004-02-01,Mill Creek RSTR,12,37,NA,198,0.1,1,NA,48,1.3,cloudy,NA
2004-02-01,Mill Creek RSTR,10,38,NA,198,0.1,1,NA,48,1.3,cloudy,NA
2004-02-01,Mill Creek RSTR,2,38,NA,198,0.1,1,NA,48,1.3,cloudy,NA
2004-02-01,Mill Creek RSTR,3,36,NA,198,0.1,1,NA,48,1.3,cloudy,NA
2004-02-01,Mill Creek RSTR,2,35,NA,198,0.1,1,NA,48,1.3,cloudy,NA
2004-02-01,Mill Creek RSTR,3,37,NA,198,0.1,1,NA,48,1.3,cloudy,NA
2004-02-01,Mill Creek RSTR,3,39,NA,198,0.1,1,NA,48,1.3,cloudy,NA
2004-02-02,Mill Creek RSTR,1,33,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,1,40,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,10,37,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,11,36,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,1,104,11.4,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,5,35,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,1,32,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,6,39,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,1,40,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,1,38,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,1,37,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,1,35,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,72,NA,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-02,Mill Creek RSTR,5,38,NA,570,3,1,NA,NA,NA,rain,"Pulled screen raised cone due to increased flow, debris and wind."
2004-02-05,Mill Creek RSTR,2,42,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,1,41,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,2,39,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,17,37,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,1,92,7.8,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,8,38,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,5,35,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,1,46,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,15,36,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,121,NA,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,6,38,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,12,37,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,6,35,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,3,34,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,1,33,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,1,NA,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,1,40,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,11,36,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,1,101,11.9,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,1,85,6.7,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-05,Mill Creek RSTR,2,39,NA,187,1,1,NA,42,NA,sunny,Turbidity meter needs battery. 2 fry unzipped.
2004-02-06,Mill Creek RSTR,4,38,NA,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-06,Mill Creek RSTR,1,98,11,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-06,Mill Creek RSTR,1,46,NA,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-06,Mill Creek RSTR,1,43,NA,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-06,Mill Creek RSTR,7,37,NA,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-06,Mill Creek RSTR,2,35,NA,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-06,Mill Creek RSTR,9,36,NA,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-06,Mill Creek RSTR,6,36,NA,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-06,Mill Creek RSTR,2,39,NA,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-06,Mill Creek RSTR,9,37,NA,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-06,Mill Creek RSTR,3,38,NA,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-06,Mill Creek RSTR,1,40,NA,190,0,NA,normal,43,1.86,cloudy,NA
2004-02-07,Mill Creek RSTR,1,33,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,2,40,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,5,38,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,1,39,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,12,37,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,5,35,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,1,103,9.9,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,382,NA,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,1,34,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,14,38,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,1,105,12,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,8,35,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,1,92,8.5,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,1,88,7.1,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,1,42,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,2,40,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,9,36,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,14,37,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,8,36,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-07,Mill Creek RSTR,1,34,NA,NA,196,0.5,normal,42,2.91,sunny,NA
2004-02-08,Mill Creek RSTR,1,40,NA,NA,180,0.1,normal,42,2.16,sunny,NA
2004-02-08,Mill Creek RSTR,6,35,NA,NA,180,0.1,normal,42,2.16,sunny,NA
2004-02-08,Mill Creek RSTR,1,34,NA,NA,180,0.1,normal,42,2.16,sunny,NA
